via,numero_de_la_via,via,cruce_1,via,cruce_2,direccion_completa,precio,zona,
Calle,43,Avenida,30,Avenida,32,Calle 43 entre Avenida 30 y Avenida 32,300,Casco Historico,Calle 43 entre Avenida 30 y Avenida 32 | calle 43 entre avenida 30 y avenida 32 | ave 43 entre 30 y 32 | 43 e 30 y 32
Calle,43,Avenida,32,Avenida,34,Calle 43 entre Avenida 32 y Avenida 34,300,Casco Historico,Calle 43 entre Avenida 32 y Avenida 34 | calle 43 entre avenida 32 y avenida 34 | ave 43 entre 32 y 34 | 43 e 32 y 34
Calle,43,Avenida,34,Avenida,36,Calle 43 entre Avenida 34 y Avenida 36,250,Casco Historico,Calle 43 entre Avenida 34 y Avenida 36 | calle 43 entre avenida 34 y avenida 36 | ave 43 entre 34 y 36 | 43 e 34 y 36
Calle,43,Avenida,36,Avenida,38,Calle 43 entre Avenida 36 y Avenida 38,250,Casco Historico,Calle 43 entre Avenida 36 y Avenida 38 | calle 43 entre avenida 36 y avenida 38 | ave 43 entre 36 y 38 | 43 e 36 y 38
Calle,43,Avenida,38,Avenida,40,Calle 43 entre Avenida 38 y Avenida 40,250,Casco Historico,Calle 43 entre Avenida 38 y Avenida 40 | calle 43 entre avenida 38 y avenida 40 | ave 43 entre 38 y 40 | 43 e 38 y 40
Calle,43,Avenida,40,Avenida,42,Calle 43 entre Avenida 40 y Avenida 42,250,Casco Historico,Calle 43 entre Avenida 40 y Avenida 42 | calle 43 entre avenida 40 y avenida 42 | ave 43 entre 40 y 42 | 43 e 40 y 42
Calle,43,Avenida,42,Avenida,44,Calle 43 entre Avenida 42 y Avenida 44,250,Casco Historico,Calle 43 entre Avenida 42 y Avenida 44 | calle 43 entre avenida 42 y avenida 44 | ave 43 entre 42 y 44 | 43 e 42 y 44
Calle,43,Avenida,44,Avenida,46,Calle 43 entre Avenida 44 y Avenida 46,250,Casco Historico,Calle 43 entre Avenida 44 y Avenida 46 | calle 43 entre avenida 44 y avenida 46 | ave 43 entre 44 y 46 | 43 e 44 y 46
Calle,43,Avenida,46,Avenida,48,Calle 43 entre Avenida 46 y Avenida 48,250,Casco Historico,Calle 43 entre Avenida 46 y Avenida 48 | calle 43 entre avenida 46 y avenida 48 | ave 43 entre 46 y 48 | 43 e 46 y 48
Calle,43,Avenida,48,Avenida,50,Calle 43 entre Avenida 48 y Avenida 50,250,Casco Historico,Calle 43 entre Avenida 48 y Avenida 50 | calle 43 entre avenida 48 y avenida 50 | ave 43 entre 48 y 50 | 43 e 48 y 50
Calle,43,Avenida,50,Avenida,52,Calle 43 entre Avenida 50 y Avenida 52,300,Casco Historico,Calle 43 entre Avenida 50 y Avenida 52 | calle 43 entre avenida 50 y avenida 52 | ave 43 entre 50 y 52 | 43 e 50 y 52
Calle,43,Avenida,52,Avenida,54,Calle 43 entre Avenida 52 y Avenida 54,300,Casco Historico,Calle 43 entre Avenida 52 y Avenida 54 | calle 43 entre avenida 52 y avenida 54 | ave 43 entre 52 y 54 | 43 e 52 y 54
Calle,43,Avenida,54,Avenida,56,Calle 43 entre Avenida 54 y Avenida 56,300,Casco Historico,Calle 43 entre Avenida 54 y Avenida 56 | calle 43 entre avenida 54 y avenida 56 | ave 43 entre 54 y 56 | 43 e 54 y 56
Calle,43,Avenida,56,Avenida,58,Calle 43 entre Avenida 56 y Avenida 58,300,Casco Historico,Calle 43 entre Avenida 56 y Avenida 58 | calle 43 entre avenida 56 y avenida 58 | ave 43 entre 56 y 58 | 43 e 56 y 58
Calle,43,Avenida,58,Avenida,60,Calle 43 entre Avenida 58 y Avenida 60,300,Casco Historico,Calle 43 entre Avenida 58 y Avenida 60 | calle 43 entre avenida 58 y avenida 60 | ave 43 entre 58 y 60 | 43 e 58 y 60
Calle,43,Avenida,60,Avenida,62,Calle 43 entre Avenida 60 y Avenida 62,300,Casco Historico,Calle 43 entre Avenida 60 y Avenida 62 | calle 43 entre avenida 60 y avenida 62 | ave 43 entre 60 y 62 | 43 e 60 y 62
Calle,43,Avenida,62,Avenida,64,Calle 43 entre Avenida 62 y Avenida 64,300,Casco Historico,Calle 43 entre Avenida 62 y Avenida 64 | calle 43 entre avenida 62 y avenida 64 | ave 43 entre 62 y 64 | 43 e 62 y 64
Calle,45,Avenida,16,Avenida,18,Calle 45 entre Avenida 16 y Avenida 18,300,Punta Gorda,Calle 45 entre Avenida 16 y Avenida 18 | calle 45 entre avenida 16 y avenida 18 | ave 45 entre 16 y 18 | 45 e 16 y 18
Calle,45,Avenida,18,Avenida,20,Calle 45 entre Avenida 18 y Avenida 20,300,Punta Gorda,Calle 45 entre Avenida 18 y Avenida 20 | calle 45 entre avenida 18 y avenida 20 | ave 45 entre 18 y 20 | 45 e 18 y 20
Calle,45,Avenida,20,Avenida,22,Calle 45 entre Avenida 20 y Avenida 22,300,Punta Gorda,Calle 45 entre Avenida 20 y Avenida 22 | calle 45 entre avenida 20 y avenida 22 | ave 45 entre 20 y 22 | 45 e 20 y 22
Calle,45,Avenida,22,Avenida,24,Calle 45 entre Avenida 22 y Avenida 24,300,Casco Historico,Calle 45 entre Avenida 22 y Avenida 24 | calle 45 entre avenida 22 y avenida 24 | ave 45 entre 22 y 24 | 45 e 22 y 24
Calle,45,Avenida,24,Avenida,26,Calle 45 entre Avenida 24 y Avenida 26,300,Casco Historico,Calle 45 entre Avenida 24 y Avenida 26 | calle 45 entre avenida 24 y avenida 26 | ave 45 entre 24 y 26 | 45 e 24 y 26
Calle,45,Avenida,26,Avenida,28,Calle 45 entre Avenida 26 y Avenida 28,300,Casco Historico,Calle 45 entre Avenida 26 y Avenida 28 | calle 45 entre avenida 26 y avenida 28 | ave 45 entre 26 y 28 | 45 e 26 y 28
Calle,45,Avenida,28,Avenida,30,Calle 45 entre Avenida 28 y Avenida 30,300,Casco Historico,Calle 45 entre Avenida 28 y Avenida 30 | calle 45 entre avenida 28 y avenida 30 | ave 45 entre 28 y 30 | 45 e 28 y 30
Calle,45,Avenida,30,Avenida,32,Calle 45 entre Avenida 30 y Avenida 32,250,Casco Historico,Calle 45 entre Avenida 30 y Avenida 32 | calle 45 entre avenida 30 y avenida 32 | ave 45 entre 30 y 32 | 45 e 30 y 32
Calle,45,Avenida,32,Avenida,34,Calle 45 entre Avenida 32 y Avenida 34,250,Casco Historico,Calle 45 entre Avenida 32 y Avenida 34 | calle 45 entre avenida 32 y avenida 34 | ave 45 entre 32 y 34 | 45 e 32 y 34
Calle,45,Avenida,34,Avenida,36,Calle 45 entre Avenida 34 y Avenida 36,250,Casco Historico,Calle 45 entre Avenida 34 y Avenida 36 | calle 45 entre avenida 34 y avenida 36 | ave 45 entre 34 y 36 | 45 e 34 y 36
Calle,45,Avenida,36,Avenida,38,Calle 45 entre Avenida 36 y Avenida 38,250,Casco Historico,Calle 45 entre Avenida 36 y Avenida 38 | calle 45 entre avenida 36 y avenida 38 | ave 45 entre 36 y 38 | 45 e 36 y 38
Calle,45,Avenida,38,Avenida,40,Calle 45 entre Avenida 38 y Avenida 40,250,Casco Historico,Calle 45 entre Avenida 38 y Avenida 40 | calle 45 entre avenida 38 y avenida 40 | ave 45 entre 38 y 40 | 45 e 38 y 40
Calle,45,Avenida,40,Avenida,42,Calle 45 entre Avenida 40 y Avenida 42,250,Casco Historico,Calle 45 entre Avenida 40 y Avenida 42 | calle 45 entre avenida 40 y avenida 42 | ave 45 entre 40 y 42 | 45 e 40 y 42
Calle,45,Avenida,42,Avenida,44,Calle 45 entre Avenida 42 y Avenida 44,250,Casco Historico,Calle 45 entre Avenida 42 y Avenida 44 | calle 45 entre avenida 42 y avenida 44 | ave 45 entre 42 y 44 | 45 e 42 y 44
Calle,45,Avenida,44,Avenida,46,Calle 45 entre Avenida 44 y Avenida 46,250,Casco Historico,Calle 45 entre Avenida 44 y Avenida 46 | calle 45 entre avenida 44 y avenida 46 | ave 45 entre 44 y 46 | 45 e 44 y 46
Calle,45,Avenida,46,Avenida,48,Calle 45 entre Avenida 46 y Avenida 48,250,Casco Historico,Calle 45 entre Avenida 46 y Avenida 48 | calle 45 entre avenida 46 y avenida 48 | ave 45 entre 46 y 48 | 45 e 46 y 48
Calle,45,Avenida,48,Avenida,50,Calle 45 entre Avenida 48 y Avenida 50,250,Casco Historico,Calle 45 entre Avenida 48 y Avenida 50 | calle 45 entre avenida 48 y avenida 50 | ave 45 entre 48 y 50 | 45 e 48 y 50
Calle,45,Avenida,50,Avenida,52,Calle 45 entre Avenida 50 y Avenida 52,250,Casco Historico,Calle 45 entre Avenida 50 y Avenida 52 | calle 45 entre avenida 50 y avenida 52 | ave 45 entre 50 y 52 | 45 e 50 y 52
Calle,45,Avenida,52,Avenida,54,Calle 45 entre Avenida 52 y Avenida 54,300,Casco Historico,Calle 45 entre Avenida 52 y Avenida 54 | calle 45 entre avenida 52 y avenida 54 | ave 45 entre 52 y 54 | 45 e 52 y 54
Calle,45,Avenida,54,Avenida,56,Calle 45 entre Avenida 54 y Avenida 56,300,Casco Historico,Calle 45 entre Avenida 54 y Avenida 56 | calle 45 entre avenida 54 y avenida 56 | ave 45 entre 54 y 56 | 45 e 54 y 56
Calle,45,Avenida,56,Avenida,58,Calle 45 entre Avenida 56 y Avenida 58,300,Casco Historico,Calle 45 entre Avenida 56 y Avenida 58 | calle 45 entre avenida 56 y avenida 58 | ave 45 entre 56 y 58 | 45 e 56 y 58
Calle,45,Avenida,58,Avenida,60,Calle 45 entre Avenida 58 y Avenida 60,300,Casco Historico,Calle 45 entre Avenida 58 y Avenida 60 | calle 45 entre avenida 58 y avenida 60 | ave 45 entre 58 y 60 | 45 e 58 y 60
Calle,45,Avenida,60,Avenida,62,Calle 45 entre Avenida 60 y Avenida 62,300,Casco Historico,Calle 45 entre Avenida 60 y Avenida 62 | calle 45 entre avenida 60 y avenida 62 | ave 45 entre 60 y 62 | 45 e 60 y 62
Calle,45,Calle,2 NE,Avenida,64,Calle 45 entre Calle 2 NE y Avenida 64,300,Casco Historico,Calle 45 entre Calle 2 NE y Avenida 64 | calle 45 entre calle 2 ne y avenida 64 | ave 45 entre 2 NE y 64 | 45 e 2 NE y 64
Calle,45,Avenida,64,Avenida,66,Calle 45 entre Avenida 64 y Avenida 66,300,San Lazaro,Calle 45 entre Avenida 64 y Avenida 66 | calle 45 entre avenida 64 y avenida 66 | ave 45 entre 64 y 66 | 45 e 64 y 66
Calle,45,Avenida,66,Avenida,68,Calle 45 entre Avenida 66 y Avenida 68,300,San Lazaro,Calle 45 entre Avenida 66 y Avenida 68 | calle 45 entre avenida 66 y avenida 68 | ave 45 entre 66 y 68 | 45 e 66 y 68
Calle,45,Avenida,68,Avenida,70,Calle 45 entre Avenida 68 y Avenida 70,300,San Lazaro,Calle 45 entre Avenida 68 y Avenida 70 | calle 45 entre avenida 68 y avenida 70 | ave 45 entre 68 y 70 | 45 e 68 y 70
Calle,45,Avenida,70,Avenida,72,Calle 45 entre Avenida 70 y Avenida 72,300,San Lazaro,Calle 45 entre Avenida 70 y Avenida 72 | calle 45 entre avenida 70 y avenida 72 | ave 45 entre 70 y 72 | 45 e 70 y 72
Calle,45,Avenida,72,Avenida,74,Calle 45 entre Avenida 72 y Avenida 74,350,San Lazaro,Calle 45 entre Avenida 72 y Avenida 74 | calle 45 entre avenida 72 y avenida 74 | ave 45 entre 72 y 74 | 45 e 72 y 74
Calle,47,Avenida,24,Avenida,26,Calle 47 entre Avenida 24 y Avenida 26,300,Punta Gorda,Calle 47 entre Avenida 24 y Avenida 26 | calle 47 entre avenida 24 y avenida 26 | ave 47 entre 24 y 26 | 47 e 24 y 26
Calle,47,Avenida,26,Avenida,28,Calle 47 entre Avenida 26 y Avenida 28,300,Casco Historico,Calle 47 entre Avenida 26 y Avenida 28 | calle 47 entre avenida 26 y avenida 28 | ave 47 entre 26 y 28 | 47 e 26 y 28
Calle,47,Avenida,28,Avenida,30,Calle 47 entre Avenida 28 y Avenida 30,300,Casco Historico,Calle 47 entre Avenida 28 y Avenida 30 | calle 47 entre avenida 28 y avenida 30 | ave 47 entre 28 y 30 | 47 e 28 y 30
Calle,47,Avenida,30,Avenida,32,Calle 47 entre Avenida 30 y Avenida 32,250,Casco Historico,Calle 47 entre Avenida 30 y Avenida 32 | calle 47 entre avenida 30 y avenida 32 | ave 47 entre 30 y 32 | 47 e 30 y 32
Calle,47,Avenida,42,Avenida,44,Calle 47 entre Avenida 42 y Avenida 44,250,Casco Historico,Calle 47 entre Avenida 42 y Avenida 44 | calle 47 entre avenida 42 y avenida 44 | ave 47 entre 42 y 44 | 47 e 42 y 44
Calle,47,Avenida,44,Avenida,46,Calle 47 entre Avenida 44 y Avenida 46,250,Casco Historico,Calle 47 entre Avenida 44 y Avenida 46 | calle 47 entre avenida 44 y avenida 46 | ave 47 entre 44 y 46 | 47 e 44 y 46
Calle,47,Avenida,46,Avenida,48,Calle 47 entre Avenida 46 y Avenida 48,250,Casco Historico,Calle 47 entre Avenida 46 y Avenida 48 | calle 47 entre avenida 46 y avenida 48 | ave 47 entre 46 y 48 | 47 e 46 y 48
Calle,47,Avenida,48,Avenida,50,Calle 47 entre Avenida 48 y Avenida 50,250,Casco Historico,Calle 47 entre Avenida 48 y Avenida 50 | calle 47 entre avenida 48 y avenida 50 | ave 47 entre 48 y 50 | 47 e 48 y 50
Calle,47,Avenida,50,Avenida,52,Calle 47 entre Avenida 50 y Avenida 52,250,Casco Historico,Calle 47 entre Avenida 50 y Avenida 52 | calle 47 entre avenida 50 y avenida 52 | ave 47 entre 50 y 52 | 47 e 50 y 52
Calle,47,Avenida,52,Avenida,54,Calle 47 entre Avenida 52 y Avenida 54,250,Casco Historico,Calle 47 entre Avenida 52 y Avenida 54 | calle 47 entre avenida 52 y avenida 54 | ave 47 entre 52 y 54 | 47 e 52 y 54
Calle,47,Avenida,54,Avenida,56,Calle 47 entre Avenida 54 y Avenida 56,300,Casco Historico,Calle 47 entre Avenida 54 y Avenida 56 | calle 47 entre avenida 54 y avenida 56 | ave 47 entre 54 y 56 | 47 e 54 y 56
Calle,47,Avenida,56,Avenida,58,Calle 47 entre Avenida 56 y Avenida 58,300,Casco Historico,Calle 47 entre Avenida 56 y Avenida 58 | calle 47 entre avenida 56 y avenida 58 | ave 47 entre 56 y 58 | 47 e 56 y 58
Calle,47,Avenida,58,Avenida,60,Calle 47 entre Avenida 58 y Avenida 60,300,Casco Historico,Calle 47 entre Avenida 58 y Avenida 60 | calle 47 entre avenida 58 y avenida 60 | ave 47 entre 58 y 60 | 47 e 58 y 60
Calle,47,Avenida,60,Avenida,62,Calle 47 entre Avenida 60 y Avenida 62,300,Casco Historico,Calle 47 entre Avenida 60 y Avenida 62 | calle 47 entre avenida 60 y avenida 62 | ave 47 entre 60 y 62 | 47 e 60 y 62
Calle,47,Calle,2 NE,Calle,4 NE,Calle 47 entre Calle 2 NE y Calle 4 NE,300,Casco Historico,Calle 47 entre Calle 2 NE y Calle 4 NE | calle 47 entre calle 2 ne y calle 4 ne | ave 47 entre 2 NE y 4 NE | 47 e 2 NE y 4 NE
Calle,47,Avenida,64,Calle,2 NE,Calle 47 entre Avenida 64 y Calle 2 NE,300,Casco Historico,Calle 47 entre Avenida 64 y Calle 2 NE | calle 47 entre avenida 64 y calle 2 ne | ave 47 entre 64 y 2 NE | 47 e 64 y 2 NE
Calle,47,Avenida,66,Avenida,68,Calle 47 entre Avenida 66 y Avenida 68,300,San Lazaro,Calle 47 entre Avenida 66 y Avenida 68 | calle 47 entre avenida 66 y avenida 68 | ave 47 entre 66 y 68 | 47 e 66 y 68
Calle,47,Avenida,68,Avenida,70,Calle 47 entre Avenida 68 y Avenida 70,300,San Lazaro,Calle 47 entre Avenida 68 y Avenida 70 | calle 47 entre avenida 68 y avenida 70 | ave 47 entre 68 y 70 | 47 e 68 y 70
Calle,49,Avenida,26,Avenida,28,Calle 49 entre Avenida 26 y Avenida 28,300,Casco Historico,Calle 49 entre Avenida 26 y Avenida 28 | calle 49 entre avenida 26 y avenida 28 | ave 49 entre 26 y 28 | 49 e 26 y 28
Calle,49,Avenida,28,Avenida,30,Calle 49 entre Avenida 28 y Avenida 30,300,Casco Historico,Calle 49 entre Avenida 28 y Avenida 30 | calle 49 entre avenida 28 y avenida 30 | ave 49 entre 28 y 30 | 49 e 28 y 30
Calle,49,Avenida,30,Avenida,32,Calle 49 entre Avenida 30 y Avenida 32,250,Casco Historico,Calle 49 entre Avenida 30 y Avenida 32 | calle 49 entre avenida 30 y avenida 32 | ave 49 entre 30 y 32 | 49 e 30 y 32
Calle,49,Avenida,42,Avenida,44,Calle 49 entre Avenida 42 y Avenida 44,250,Casco Historico,Calle 49 entre Avenida 42 y Avenida 44 | calle 49 entre avenida 42 y avenida 44 | ave 49 entre 42 y 44 | 49 e 42 y 44
Calle,49,Avenida,44,Avenida,46,Calle 49 entre Avenida 44 y Avenida 46,250,Casco Historico,Calle 49 entre Avenida 44 y Avenida 46 | calle 49 entre avenida 44 y avenida 46 | ave 49 entre 44 y 46 | 49 e 44 y 46
Calle,49,Avenida,46,Avenida,48,Calle 49 entre Avenida 46 y Avenida 48,250,Casco Historico,Calle 49 entre Avenida 46 y Avenida 48 | calle 49 entre avenida 46 y avenida 48 | ave 49 entre 46 y 48 | 49 e 46 y 48
Calle,49,Avenida,48,Avenida,50,Calle 49 entre Avenida 48 y Avenida 50,250,Casco Historico,Calle 49 entre Avenida 48 y Avenida 50 | calle 49 entre avenida 48 y avenida 50 | ave 49 entre 48 y 50 | 49 e 48 y 50
Calle,49,Avenida,50,Avenida,52,Calle 49 entre Avenida 50 y Avenida 52,250,Casco Historico,Calle 49 entre Avenida 50 y Avenida 52 | calle 49 entre avenida 50 y avenida 52 | ave 49 entre 50 y 52 | 49 e 50 y 52
Calle,49,Avenida,52,Avenida,54,Calle 49 entre Avenida 52 y Avenida 54,250,Casco Historico,Calle 49 entre Avenida 52 y Avenida 54 | calle 49 entre avenida 52 y avenida 54 | ave 49 entre 52 y 54 | 49 e 52 y 54
Calle,49,Avenida,54,Avenida,56,Calle 49 entre Avenida 54 y Avenida 56,250,Casco Historico,Calle 49 entre Avenida 54 y Avenida 56 | calle 49 entre avenida 54 y avenida 56 | ave 49 entre 54 y 56 | 49 e 54 y 56
Calle,49,Avenida,56,Avenida,58,Calle 49 entre Avenida 56 y Avenida 58,300,Casco Historico,Calle 49 entre Avenida 56 y Avenida 58 | calle 49 entre avenida 56 y avenida 58 | ave 49 entre 56 y 58 | 49 e 56 y 58
Calle,49,Avenida,58,Avenida,60,Calle 49 entre Avenida 58 y Avenida 60,300,Casco Historico,Calle 49 entre Avenida 58 y Avenida 60 | calle 49 entre avenida 58 y avenida 60 | ave 49 entre 58 y 60 | 49 e 58 y 60
Calle,49,Avenida,60,Avenida,62,Calle 49 entre Avenida 60 y Avenida 62,300,Casco Historico,Calle 49 entre Avenida 60 y Avenida 62 | calle 49 entre avenida 60 y avenida 62 | ave 49 entre 60 y 62 | 49 e 60 y 62
Calle,49,Avenida,62,Calle, 4 NE,Calle 49 entre Avenida 62 y Calle  4 NE,300,Casco Historico,Calle 49 entre Avenida 62 y Calle  4 NE | calle 49 entre avenida 62 y calle  4 ne | ave 49 entre 62 y  4 NE | 49 e 62 y  4 NE
Calle,49,Calle, 2 NE,Calle,4 NE,Calle 49 entre Calle  2 NE y Calle 4 NE,300,Casco Historico,Calle 49 entre Calle  2 NE y Calle 4 NE | calle 49 entre calle  2 ne y calle 4 ne | ave 49 entre  2 NE y 4 NE | 49 e  2 NE y 4 NE
Calle,49,Avenida,64,Calle,2 NE,Calle 49 entre Avenida 64 y Calle 2 NE,300,Casco Historico,Calle 49 entre Avenida 64 y Calle 2 NE | calle 49 entre avenida 64 y calle 2 ne | ave 49 entre 64 y 2 NE | 49 e 64 y 2 NE
Calle,49,Avenida,64,Avenida,66,Calle 49 entre Avenida 64 y Avenida 66,300,San Lazaro,Calle 49 entre Avenida 64 y Avenida 66 | calle 49 entre avenida 64 y avenida 66 | ave 49 entre 64 y 66 | 49 e 64 y 66
Calle,49,Avenida,66,Avenida,68,Calle 49 entre Avenida 66 y Avenida 68,300,San Lazaro,Calle 49 entre Avenida 66 y Avenida 68 | calle 49 entre avenida 66 y avenida 68 | ave 49 entre 66 y 68 | 49 e 66 y 68
Calle,49,Avenida,68,Avenida,70,Calle 49 entre Avenida 68 y Avenida 70,300,San Lazaro,Calle 49 entre Avenida 68 y Avenida 70 | calle 49 entre avenida 68 y avenida 70 | ave 49 entre 68 y 70 | 49 e 68 y 70
Calle,49,Avenida,70,Avenida,72,Calle 49 entre Avenida 70 y Avenida 72,300,San Lazaro,Calle 49 entre Avenida 70 y Avenida 72 | calle 49 entre avenida 70 y avenida 72 | ave 49 entre 70 y 72 | 49 e 70 y 72
Calle,49,Avenida,72,Avenida,74,Calle 49 entre Avenida 72 y Avenida 74,350,San Lazaro,Calle 49 entre Avenida 72 y Avenida 74 | calle 49 entre avenida 72 y avenida 74 | ave 49 entre 72 y 74 | 49 e 72 y 74
Calle,49,Avenida,74,Avenida,76,Calle 49 entre Avenida 74 y Avenida 76,350,San Lazaro,Calle 49 entre Avenida 74 y Avenida 76 | calle 49 entre avenida 74 y avenida 76 | ave 49 entre 74 y 76 | 49 e 74 y 76
Calle,49,Avenida,76,Avenida,78,Calle 49 entre Avenida 76 y Avenida 78,350,San Lazaro,Calle 49 entre Avenida 76 y Avenida 78 | calle 49 entre avenida 76 y avenida 78 | ave 49 entre 76 y 78 | 49 e 76 y 78
Calle,51,Avenida,8,Avenida,10,Calle 51 entre Avenida 8 y Avenida 10,300,Punta Gorda,Calle 51 entre Avenida 8 y Avenida 10 | calle 51 entre avenida 8 y avenida 10 | ave 51 entre 8 y 10 | 51 e 8 y 10
Calle,51,Avenida,10,Avenida,12,Calle 51 entre Avenida 10 y Avenida 12,300,Punta Gorda,Calle 51 entre Avenida 10 y Avenida 12 | calle 51 entre avenida 10 y avenida 12 | ave 51 entre 10 y 12 | 51 e 10 y 12
Calle,51,Avenida,12,Avenida,14,Calle 51 entre Avenida 12 y Avenida 14,300,Punta Gorda,Calle 51 entre Avenida 12 y Avenida 14 | calle 51 entre avenida 12 y avenida 14 | ave 51 entre 12 y 14 | 51 e 12 y 14
Calle,51,Avenida,14,Avenida,16,Calle 51 entre Avenida 14 y Avenida 16,300,Punta Gorda,Calle 51 entre Avenida 14 y Avenida 16 | calle 51 entre avenida 14 y avenida 16 | ave 51 entre 14 y 16 | 51 e 14 y 16
Calle,51A,Avenida,20,Avenida,22,Calle 51A entre Avenida 20 y Avenida 22,300,Punta Gorda,Calle 51A entre Avenida 20 y Avenida 22 | calle 51a entre avenida 20 y avenida 22 | ave 51A entre 20 y 22 | 51A e 20 y 22
Calle,51A,Avenida,24,Avenida,26,Calle 51A entre Avenida 24 y Avenida 26,300,Casco Historico,Calle 51A entre Avenida 24 y Avenida 26 | calle 51a entre avenida 24 y avenida 26 | ave 51A entre 24 y 26 | 51A e 24 y 26
Calle,51A,Avenida,26,Avenida,28,Calle 51A entre Avenida 26 y Avenida 28,300,Casco Historico,Calle 51A entre Avenida 26 y Avenida 28 | calle 51a entre avenida 26 y avenida 28 | ave 51A entre 26 y 28 | 51A e 26 y 28
Calle,51A,Avenida,28,Avenida,30,Calle 51A entre Avenida 28 y Avenida 30,300,Casco Historico,Calle 51A entre Avenida 28 y Avenida 30 | calle 51a entre avenida 28 y avenida 30 | ave 51A entre 28 y 30 | 51A e 28 y 30
Calle,51A,Avenida,30,Avenida,32,Calle 51A entre Avenida 30 y Avenida 32,300,Casco Historico,Calle 51A entre Avenida 30 y Avenida 32 | calle 51a entre avenida 30 y avenida 32 | ave 51A entre 30 y 32 | 51A e 30 y 32
Calle,51,Avenida,42,Avenida,44,Calle 51 entre Avenida 42 y Avenida 44,250,Casco Historico,Calle 51 entre Avenida 42 y Avenida 44 | calle 51 entre avenida 42 y avenida 44 | ave 51 entre 42 y 44 | 51 e 42 y 44
Calle,51,Avenida,44,Avenida,46,Calle 51 entre Avenida 44 y Avenida 46,250,Casco Historico,Calle 51 entre Avenida 44 y Avenida 46 | calle 51 entre avenida 44 y avenida 46 | ave 51 entre 44 y 46 | 51 e 44 y 46
Calle,51,Avenida,46,Avenida,48,Calle 51 entre Avenida 46 y Avenida 48,250,Casco Historico,Calle 51 entre Avenida 46 y Avenida 48 | calle 51 entre avenida 46 y avenida 48 | ave 51 entre 46 y 48 | 51 e 46 y 48
Calle,51,Avenida,48,Avenida,50,Calle 51 entre Avenida 48 y Avenida 50,250,Casco Historico,Calle 51 entre Avenida 48 y Avenida 50 | calle 51 entre avenida 48 y avenida 50 | ave 51 entre 48 y 50 | 51 e 48 y 50
Calle,51,Avenida,50,Avenida,52,Calle 51 entre Avenida 50 y Avenida 52,250,Casco Historico,Calle 51 entre Avenida 50 y Avenida 52 | calle 51 entre avenida 50 y avenida 52 | ave 51 entre 50 y 52 | 51 e 50 y 52
Calle,51,Avenida,52,Avenida,54,Calle 51 entre Avenida 52 y Avenida 54,250,Casco Historico,Calle 51 entre Avenida 52 y Avenida 54 | calle 51 entre avenida 52 y avenida 54 | ave 51 entre 52 y 54 | 51 e 52 y 54
Calle,51,Avenida,54,Avenida,56,Calle 51 entre Avenida 54 y Avenida 56,250,Casco Historico,Calle 51 entre Avenida 54 y Avenida 56 | calle 51 entre avenida 54 y avenida 56 | ave 51 entre 54 y 56 | 51 e 54 y 56
Calle,51,Avenida,56,Avenida,58,Calle 51 entre Avenida 56 y Avenida 58,250,Casco Historico,Calle 51 entre Avenida 56 y Avenida 58 | calle 51 entre avenida 56 y avenida 58 | ave 51 entre 56 y 58 | 51 e 56 y 58
Calle,51,Avenida,60,Avenida,62,Calle 51 entre Avenida 60 y Avenida 62,300,Casco Historico,Calle 51 entre Avenida 60 y Avenida 62 | calle 51 entre avenida 60 y avenida 62 | ave 51 entre 60 y 62 | 51 e 60 y 62
Calle,51,Avenida,62,Avenida,64A,Calle 51 entre Avenida 62 y Avenida 64A,300,Casco Historico,Calle 51 entre Avenida 62 y Avenida 64A | calle 51 entre avenida 62 y avenida 64a | ave 51 entre 62 y 64A | 51 e 62 y 64A
Calle,51,Avenida,64A,Calle,4 NE,Calle 51 entre Avenida 64A y Calle 4 NE,300,Casco Historico,Calle 51 entre Avenida 64A y Calle 4 NE | calle 51 entre avenida 64a y calle 4 ne | ave 51 entre 64A y 4 NE | 51 e 64A y 4 NE
Calle,51,Calle,2 NE,Calle,4 NE,Calle 51 entre Calle 2 NE y Calle 4 NE,300,Casco Historico,Calle 51 entre Calle 2 NE y Calle 4 NE | calle 51 entre calle 2 ne y calle 4 ne | ave 51 entre 2 NE y 4 NE | 51 e 2 NE y 4 NE
Calle,51,Avenida,64,Calle,2 NE,Calle 51 entre Avenida 64 y Calle 2 NE,300,Casco Historico,Calle 51 entre Avenida 64 y Calle 2 NE | calle 51 entre avenida 64 y calle 2 ne | ave 51 entre 64 y 2 NE | 51 e 64 y 2 NE
Calle,51,Avenida,64,Avenida,66,Calle 51 entre Avenida 64 y Avenida 66,300,San Lazaro,Calle 51 entre Avenida 64 y Avenida 66 | calle 51 entre avenida 64 y avenida 66 | ave 51 entre 64 y 66 | 51 e 64 y 66
Calle,51,Avenida,66,Avenida,68,Calle 51 entre Avenida 66 y Avenida 68,300,San Lazaro,Calle 51 entre Avenida 66 y Avenida 68 | calle 51 entre avenida 66 y avenida 68 | ave 51 entre 66 y 68 | 51 e 66 y 68
Calle,51,Avenida,68,Avenida,70,Calle 51 entre Avenida 68 y Avenida 70,350,San Lazaro,Calle 51 entre Avenida 68 y Avenida 70 | calle 51 entre avenida 68 y avenida 70 | ave 51 entre 68 y 70 | 51 e 68 y 70
